Date,Open,High,Low,Close,Adj Close,Volume
2019-04-24,56.639999,57.150002,56.580002,56.880001,55.165958,13212000
2019-04-25,56.459999,56.779999,56.009998,56.330002,54.632534,15526900
2019-04-26,56.020000,56.369999,55.680000,55.880001,54.196098,18010900
2019-04-29,55.669998,56.220001,55.549999,56.130001,54.438560,16259500
2019-04-30,56.000000,56.119999,55.529999,55.950001,54.263988,20846000
2019-05-01,56.000000,56.349998,55.509998,55.580002,53.905136,17648500
2019-05-02,55.480000,55.889999,54.820000,54.939999,53.284424,24220600
2019-05-03,54.639999,54.990002,54.180000,54.939999,53.284424,26887100
2019-05-06,53.860001,54.759998,53.560001,54.590000,52.944973,17025900
2019-05-07,53.860001,54.240002,52.939999,53.450001,51.839325,25289700
2019-05-08,53.169998,53.939999,53.130001,53.470001,51.858719,21525100
2019-05-09,52.820000,53.209999,52.230000,52.919998,51.325291,24322800
2019-05-10,52.610001,53.549999,51.950001,53.360001,51.752037,21795900
2019-05-13,51.830002,52.259998,51.060001,51.299999,49.754108,28869900
2019-05-14,51.450001,52.439999,51.380001,52.020000,50.452415,25478300
2019-05-15,51.759998,52.709999,51.689999,52.439999,50.859756,30577200
2019-05-16,54.270000,56.400002,54.119999,55.930000,54.244591,46057800
2019-05-17,55.779999,56.830002,55.520000,56.349998,54.651928,27299300
2019-05-20,55.799999,56.389999,55.549999,56.009998,54.322178,21004100
2019-05-21,56.680000,56.750000,56.130001,56.520000,54.816811,18562300
2019-05-22,56.220001,56.299999,55.669998,55.689999,54.011826,19479200
2019-05-23,54.910000,55.009998,53.939999,54.189999,52.557022,22734200
2019-05-24,54.570000,54.669998,54.060001,54.369999,52.731602,13057600
2019-05-28,54.740002,55.029999,53.820000,53.930000,52.304859,29769200
2019-05-29,53.549999,53.549999,52.860001,53.180000,51.577457,19762100
2019-05-30,53.439999,53.779999,53.340000,53.570000,51.955704,12954300
2019-05-31,52.790001,52.880001,52.009998,52.029999,50.462112,20480400
2019-06-03,52.049999,52.570000,51.490002,51.779999,50.219643,22380500
2019-06-04,52.480000,53.639999,52.410000,53.230000,51.625954,21689300
2019-06-05,53.849998,54.790001,53.750000,54.750000,53.100147,22521900
2019-06-06,54.889999,55.299999,54.209999,55.099998,53.439598,15927300
2019-06-07,55.410000,56.299999,55.029999,55.930000,54.244591,17394900
2019-06-10,56.139999,56.650002,55.959999,56.419998,54.719818,16871000
2019-06-11,56.740002,57.560001,56.730000,57.110001,55.389030,26723700
2019-06-12,56.049999,56.590000,55.650002,55.860001,54.176701,23168000
2019-06-13,55.919998,56.270000,55.779999,56.169998,54.477356,15785300
2019-06-14,55.990002,56.020000,54.660000,54.750000,53.100147,22530500
2019-06-17,54.990002,55.470001,54.860001,55.400002,53.730564,20392600
2019-06-18,56.070000,56.650002,55.750000,56.049999,54.360973,21173200
2019-06-19,56.040001,56.369999,55.770000,56.130001,54.438560,21096300
2019-06-20,57.000000,57.540001,56.680000,57.410000,55.679993,20969800
2019-06-21,57.410000,58.150002,56.980000,57.029999,55.311443,57588800
2019-06-24,57.250000,57.290001,56.689999,57.180000,55.456921,17794100
2019-06-25,57.060001,57.200001,56.009998,56.080002,54.390072,25520600
2019-06-26,56.540001,57.049999,56.360001,56.599998,54.894398,19286100
2019-06-27,56.939999,57.250000,55.470001,55.730000,54.050617,23959900
2019-06-28,55.910000,55.980000,54.029999,54.730000,53.080753,103123400
2019-07-01,55.259998,55.349998,54.230000,54.740002,53.090450,28484000
2019-07-02,54.830002,55.919998,54.779999,55.810001,54.128208,20307100
2019-07-03,55.770000,56.540001,55.540001,56.480000,55.123711,13866800
2019-07-05,56.000000,56.730000,55.709999,56.599998,55.240829,14273900
2019-07-08,56.250000,56.480000,55.959999,56.189999,54.840675,15835100
2019-07-09,56.369999,56.689999,56.040001,56.340000,54.987076,19564000
2019-07-10,56.689999,57.650002,56.599998,57.130001,55.758106,19362600
2019-07-11,57.369999,57.619999,56.919998,57.299999,55.924023,15994600
2019-07-12,57.580002,57.990002,57.570000,57.950001,56.558414,13660400
2019-07-15,58.000000,58.230000,57.869999,58.049999,56.656013,8809700
2019-07-16,58.130001,58.259998,57.459999,57.619999,56.236336,11501100
2019-07-17,57.570000,57.790001,57.189999,57.209999,55.836182,9266900
2019-07-18,57.049999,57.790001,56.900002,57.740002,56.353458,10292900
2019-07-19,57.810001,58.070000,57.320000,57.360001,55.982586,13882400
2019-07-22,57.459999,58.009998,57.369999,57.730000,56.343697,10485600
2019-07-23,58.060001,58.099998,57.480000,57.709999,56.324177,12692200
2019-07-24,57.580002,57.680000,57.110001,57.230000,55.855701,18177000
2019-07-25,57.360001,57.500000,56.369999,56.619999,55.260353,15127200
2019-07-26,56.680000,56.840000,56.369999,56.529999,55.172512,15243000
2019-07-29,56.689999,57.150002,56.540001,56.930000,55.562908,12051100
2019-07-30,56.849998,56.900002,56.349998,56.470001,55.113953,9623400
2019-07-31,56.330002,56.830002,54.900002,55.400002,54.069649,17441200
2019-08-01,55.840000,56.889999,55.160000,55.389999,54.059891,19020600
2019-08-02,54.220001,54.320000,52.580002,53.250000,51.971279,29021900
2019-08-05,52.389999,52.540001,50.939999,51.369999,50.136421,29931800
2019-08-06,51.950001,52.730000,51.599998,52.599998,51.336884,20708400
2019-08-07,51.830002,52.490002,51.209999,52.340000,51.083130,24128600
2019-08-08,52.790001,53.360001,52.590000,53.160000,51.883438,26093500
2019-08-09,52.779999,52.869999,52.040001,52.430000,51.170971,17425000
2019-08-12,52.270000,52.360001,51.340000,51.540001,50.302341,16388300
2019-08-13,51.470001,53.070000,51.200001,52.720001,51.454002,21499500
2019-08-14,52.119999,52.119999,50.130001,50.610001,49.394676,28688100
2019-08-15,47.360001,47.939999,46.000000,46.250000,45.139374,61129100
2019-08-16,46.419998,47.360001,46.400002,46.959999,45.832325,24471800
2019-08-19,47.900002,48.599998,47.490002,48.500000,47.335342,26384800
2019-08-20,48.540001,48.590000,47.919998,47.930000,46.779030,18201600
2019-08-21,48.500000,48.930000,48.360001,48.770000,47.598858,18365400
2019-08-22,49.240002,49.330002,47.939999,48.180000,47.023029,21515100
2019-08-23,47.900002,48.520000,46.430000,46.610001,45.490726,25871100
2019-08-26,47.049999,47.270000,46.669998,47.099998,45.968960,14820100
2019-08-27,47.540001,47.650002,46.689999,46.790001,45.666409,20859000
2019-08-28,46.529999,46.959999,46.240002,46.869999,45.744484,11187600
2019-08-29,47.590000,47.910000,47.110001,47.270000,46.134880,14733400
2019-08-30,47.520000,47.570000,46.549999,46.810001,45.685925,19248400
2019-09-03,46.630001,46.970001,46.200001,46.500000,45.383366,17009400
2019-09-04,47.020000,47.410000,46.889999,47.320000,46.183674,13691300
2019-09-05,48.020000,48.709999,47.779999,48.419998,47.257263,18434200
2019-09-06,48.650002,48.990002,48.270000,48.840000,47.667175,17939100
2019-09-09,48.970001,49.009998,48.459999,48.580002,47.413422,21175100
2019-09-10,48.570000,49.349998,47.950001,49.209999,48.028294,16119200
2019-09-11,49.950001,50.070000,49.330002,50.029999,48.828602,18656000
2019-09-12,50.279999,50.299999,49.410000,49.930000,48.731003,16546700
2019-09-13,50.009998,50.220001,49.759998,50.029999,48.828602,15867800
2019-09-16,49.799999,50.180000,49.790001,49.959999,48.760281,13025600
